Date,Payload_weight,Total_distance_miles,Avg_traffic_congestion,Avg_temp,Avg_Precipitation,Avg_snow,vehicle_type,Origin_depot,Destination_depot,Avg_Speed_mph,Distance_highway,Distance_city,dispatch_time,total_payload,Fuel_consumed_gallons(Target Variable),Fuel_efficiency
30-04-2023,11.44,147,High,high,low,Low,SCANIA R 450,Aberdeen,Glasgow,46,117,29,night,12.32,25.44404489,5.777383299
23-03-2023,10.56,216,Low,low,low,Low,VOLVO FL 420,Glasgow,Manchester,32,172,43,night,10.56,25.45054493,8.48704814
01-01-2024,11.44,201,Medium,low,low,High,VOLVO FL 420,London,Manchester,46,160,40,noon,9.68,25.47477366,7.890158424
08-12-2023,7.04,147,Low,medium,low,Medium,IVECO EuroCargo ml180e28,Aberdeen,Glasgow,35,117,29,morning,9.68,25.49618747,5.765567898
04-10-2023,12.32,217,High,high,medium,Low,VOLVO FL 420,Manchester,Glasgow,40,173,43,night,12.32,25.56152114,8.489322635
25-03-2023,10.56,224,High,low,high,Medium,MAN TGM 18.250,Glasgow,Leeds,39,179,44,night,12.32,25.56442625,8.762175916
02-09-2023,9.68,212,Low,low,medium,Medium,SCANIA G 460,London,Liverpool,48,169,42,night,10.56,25.57283142,8.290048001
07-03-2023,10.56,205,Low,high,high,Low,VOLVO FH 520,Cardiff,Liverpool,58,164,41,noon,10.56,25.57504873,8.015625001
11-10-2023,9.68,205,Medium,low,high,Low,VOLVO FH 520,Cardiff,Liverpool,59,164,41,morning,11.44,25.57504873,8.015625001
11-08-2023,8.8,216,High,high,medium,Low,IVECO NP 460,Glasgow,Manchester,43,172,43,night,8.8,25.69849096,8.405162791
21-11-2023,7.04,147,Low,high,medium,Medium,SCANIA R 450,Aberdeen,Glasgow,36,117,29,morning,10.56,25.71472622,5.716568737
03-03-2023,9.68,217,Medium,medium,medium,Low,DAF XG 530,Manchester,Glasgow,42,173,43,night,10.56,25.765796,8.422018089
05-07-2023,11.44,199,Low,medium,high,Low,SCANIA G 460,Liverpool,Cardiff,34,159,39,morning,10.56,25.79260302,7.715390333
14-04-2023,11.44,194,Low,high,high,Medium,IVECO NP 460,Cardiff,Manchester,34,155,38,morning,10.56,25.80791317,7.517074268
30-01-2024,10.56,196,Low,medium,medium,High,DAF XG 530,London,Leeds,46,156,39,night,10.56,25.85280062,7.581383653
11-11-2023,10.56,196,Low,low,medium,Medium,VOLVO FH 520,London,Leeds,45,156,39,morning,10.56,25.8803036,7.573326922
14-07-2023,8.8,196,Low,high,high,High,IVECO NP 460,London,Leeds,32,156,39,night,9.68,25.89770407,7.568238461
24-10-2023,12.32,217,Low,medium,medium,Low,SCANIA G 460,Manchester,Glasgow,47,173,43,noon,10.56,25.9034338,8.377267727
27-09-2023,7.04,201,Medium,high,low,Low,DAF XG 530,Manchester,London,32,160,40,morning,10.56,25.93926483,7.748870345
30-06-2023,9.68,149,Low,low,high,Medium,DAF XF 105.510,London,Cardiff,47,119,29,morning,8.8,25.96447314,5.73861057
07-11-2023,8.8,212,Medium,high,low,Medium,IVECO NP 460,London,Liverpool,59,169,42,night,10.56,25.97522541,8.16162311
22-04-2023,9.68,219,Medium,high,low,Low,DAF XG 530,Glasgow,Liverpool,52,175,43,night,10.56,25.98952216,8.42647274
03-07-2023,9.68,201,High,low,medium,Medium,VOLVO FL 420,Manchester,London,32,160,40,noon,10.56,26.00737655,7.72857653
25-01-2024,9.68,147,Medium,high,low,High,SCANIA R 450,Aberdeen,Glasgow,52,117,29,morning,7.04,26.00946811,5.65178801
25-02-2023,9.68,216,Medium,low,low,High,VOLVO FL 420,Glasgow,Manchester,45,172,43,night,9.68,26.0161126,8.302547092
13-05-2023,11.44,120,High,low,low,Medium,MAN TGX 18.400,Leeds,Birmingham,35,96,24,noon,9.68,26.05370548,4.60587075
17-06-2023,8.8,205,High,high,medium,Medium,IVECO NP 460,Cardiff,Liverpool,48,164,41,night,11.44,26.06724714,7.864275
27-02-2023,10.56,201,High,high,medium,Low,SCANIA G 460,London,Manchester,55,160,40,noon,7.04,26.07782928,7.70769675
13-12-2023,8.8,147,High,low,high,Low,DAF XF 105.510,Aberdeen,Glasgow,46,117,29,morning,7.04,26.19239916,5.612315203
18-12-2023,10.56,120,High,high,medium,Medium,DAF XF 105.510,Leeds,Birmingham,37,96,24,morning,11.44,26.21502873,4.577526931
11-07-2023,11.44,212,Low,high,low,Low,VOLVO FH 520,London,Liverpool,52,169,42,morning,11.44,26.31578947,8.056000001
29-10-2023,9.68,194,High,medium,medium,Medium,VOLVO FH 520,Cardiff,Manchester,53,155,38,night,7.04,26.42443554,7.341689464
05-06-2023,10.56,213,Low,high,low,Low,VOLVO FH 520,Liverpool,London,58,170,42,morning,10.56,26.43274854,8.05818584
08-10-2023,7.04,194,High,low,low,High,SCANIA G 460,Cardiff,Manchester,57,155,38,noon,11.44,26.53736047,7.310448235
28-02-2023,7.04,201,High,low,high,High,IVECO NP 460,London,Manchester,40,160,40,morning,10.56,26.56174776,7.567273126
29-12-2023,11.44,212,High,medium,medium,Medium,VOLVO FL 420,London,Liverpool,43,169,42,morning,10.56,26.56345533,7.980889435
02-11-2023,10.56,199,Medium,high,low,Medium,SCANIA G 460,Liverpool,Cardiff,43,159,39,morning,11.44,26.57244656,7.488960399
08-10-2023,8.8,187,Low,high,low,High,VOLVO FH 520,Manchester,Cardiff,31,149,37,morning,12.32,26.61477903,7.026171429
09-11-2023,7.04,147,High,high,high,High,IVECO EuroCargo ml180e28,Aberdeen,Glasgow,47,117,29,night,12.32,26.62935136,5.520224583
14-09-2023,7.04,224,High,low,high,Medium,VOLVO FL 420,Leeds,Glasgow,56,179,44,morning,9.68,26.6559355,8.403381678
20-05-2023,9.68,224,High,low,medium,Medium,VOLVO FL 420,Glasgow,Leeds,54,179,44,noon,12.32,26.6559355,8.403381678
01-11-2023,9.68,213,Low,medium,high,High,DAF XG 530,Liverpool,London,53,170,42,morning,10.56,26.6855591,7.981845132
26-02-2023,8.8,227,Medium,medium,low,Low,VOLVO FL 420,Leeds,Cardiff,34,181,45,noon,8.8,26.74526742,8.487482904
02-06-2023,10.56,194,High,high,low,Medium,SCANIA G 460,Cardiff,Manchester,50,155,38,night,11.44,26.7453801,7.253589191
10-05-2023,8.8,219,Medium,high,low,Medium,IVECO NP 460,Glasgow,Liverpool,41,175,43,night,12.32,26.82182535,8.164992395
30-08-2023,10.56,212,Medium,medium,high,High,VOLVO FL 420,London,Liverpool,56,169,42,morning,12.32,26.86792534,7.8904492
26-12-2023,8.8,205,Medium,medium,medium,High,VOLVO FL 420,Cardiff,Liverpool,34,164,41,morning,7.04,26.96310962,7.602980624
19-01-2024,12.32,201,Medium,high,low,High,IVECO NP 460,Manchester,London,44,160,40,night,11.44,27.0767955,7.423330431
01-11-2023,8.8,227,Medium,low,low,Low,SCANIA G 460,Leeds,Cardiff,42,181,45,morning,7.04,27.10301395,8.375452281
11-12-2023,7.04,149,Low,high,low,High,DAF XF 105.510,London,Cardiff,40,119,29,noon,7.04,27.11844972,5.494414376
27-06-2023,10.56,217,High,medium,low,Low,IVECO NP 460,Manchester,Glasgow,59,173,43,noon,8.8,27.16899825,7.987044572
16-07-2023,7.04,205,High,medium,medium,High,IVECO NP 460,Cardiff,Liverpool,59,164,41,night,7.04,27.22579146,7.529624999
10-05-2023,9.68,227,Low,high,high,Medium,SCANIA G 460,Leeds,Cardiff,56,181,45,night,11.44,27.39134388,8.287289627
17-08-2023,10.56,149,High,low,medium,Medium,SCANIA R 450,Cardiff,London,60,119,29,night,7.04,27.41590331,5.434801776
29-01-2024,9.68,224,High,low,medium,Low,DAF XG 530,Leeds,Glasgow,52,179,44,noon,11.44,27.45306412,8.159380644
24-09-2023,8.8,205,High,high,low,Low,DAF XG 530,Cardiff,Liverpool,32,164,41,night,11.44,27.45473819,7.466834999
19-11-2023,11.44,149,Medium,medium,low,High,IVECO EuroCargo ml180e28,Cardiff,London,48,119,29,noon,7.04,27.49447713,5.419270179
05-02-2024,10.56,212,High,high,low,Low,SCANIA G 460,London,Liverpool,54,169,42,night,7.04,27.50396057,7.7079808
02-10-2023,7.04,146,High,high,medium,Medium,MAN TGX 18.400,Glasgow,Aberdeen,53,116,29,night,11.44,27.51488413,5.306218965
30-08-2023,10.56,194,Medium,medium,medium,Low,VOLVO FH 520,Cardiff,Manchester,39,155,38,night,7.04,27.52240377,7.048802918
03-12-2023,11.44,147,High,low,low,Low,DAF XF 105.510,Aberdeen,Glasgow,41,117,29,night,9.68,27.57094648,5.331699443
10-04-2023,8.8,205,High,medium,low,Low,SCANIA G 460,Cardiff,Liverpool,30,164,41,night,12.32,27.60139811,7.42716
20-09-2023,11.44,212,Medium,high,low,Low,VOLVO FH 520,London,Liverpool,54,169,42,noon,10.56,27.70083102,7.653200001
19-10-2023,7.04,233,Low,high,high,Low,IVECO NP 460,Cardiff,Leeds,34,186,46,morning,10.56,27.71552368,8.406840971
20-05-2023,10.56,201,Low,high,medium,High,VOLVO FH 520,Manchester,London,48,160,40,night,12.32,27.72363006,7.250132813
16-08-2023,12.32,201,High,high,medium,Medium,SCANIA G 460,Manchester,London,45,160,40,morning,10.56,27.74237158,7.245234944
31-05-2023,8.8,227,Low,high,high,Low,DAF XG 530,Leeds,Cardiff,38,181,45,noon,7.04,27.83810008,8.154292116
28-10-2023,9.68,224,Low,low,low,High,VOLVO FL 420,Leeds,Glasgow,33,179,44,morning,9.68,27.84064375,8.045790967
24-11-2023,10.56,290,Medium,low,high,Low,MAN TGM 18.250,Birmingham,Glasgow,45,232,58,noon,10.56,27.86598503,10.40695313
20-05-2023,10.56,216,Low,low,medium,Low,DAF XG 530,Glasgow,Manchester,38,172,43,morning,8.8,27.8847097,7.746180696
02-11-2023,11.44,194,High,high,medium,High,SCANIA G 460,Cardiff,Manchester,45,155,38,noon,9.68,27.93406366,6.944925821
25-09-2023,10.56,219,Low,high,low,High,IVECO NP 460,Liverpool,Glasgow,48,175,43,noon,12.32,28.01390647,7.817545912
27-05-2023,12.32,216,High,medium,low,Low,SCANIA G 460,Glasgow,Manchester,57,172,43,morning,12.32,28.03366648,7.705021395
04-05-2023,10.56,224,High,low,medium,Low,IVECO NP 460,Leeds,Glasgow,53,179,44,night,10.56,28.03400253,7.990296775
22-09-2023,7.04,149,High,low,medium,Medium,IVECO EuroCargo ml180e28,Cardiff,London,35,119,29,morning,8.8,28.06930611,5.308289397
24-12-2023,7.04,227,Medium,high,medium,Low,VOLVO FH 520,Leeds,Cardiff,46,181,45,night,9.68,28.1871345,8.053319503
27-03-2023,8.8,227,Medium,high,high,Low,VOLVO FH 520,Leeds,Cardiff,48,181,45,morning,10.56,28.1871345,8.053319503
21-10-2023,11.44,224,Low,medium,medium,Medium,DAF XG 530,Glasgow,Leeds,60,179,44,night,10.56,28.28311197,7.91992056
29-11-2023,12.32,205,High,medium,medium,Medium,DAF XG 530,Cardiff,Liverpool,46,164,41,night,9.68,28.28483665,7.247699626
13-05-2023,9.68,233,Low,medium,high,High,IVECO NP 460,Cardiff,Leeds,60,186,46,noon,10.56,28.33142421,8.224083557
28-04-2023,7.04,147,High,medium,low,Low,DAF XF 105.510,Aberdeen,Glasgow,35,117,29,night,11.44,28.46999908,5.163329988
04-02-2024,9.68,216,Medium,high,high,High,DAF XG 530,Glasgow,Manchester,43,172,43,morning,11.44,28.50436991,7.577785465
17-12-2023,11.44,199,High,low,low,High,DAF XG 530,Liverpool,Cardiff,60,159,39,night,12.32,28.50617125,6.980944521
12-04-2023,10.56,227,Medium,medium,medium,Low,SCANIA G 460,Leeds,Cardiff,43,181,45,night,7.04,28.52948836,7.956679669
30-01-2024,12.32,199,Low,medium,low,Medium,VOLVO FH 520,Liverpool,Cardiff,32,159,39,night,10.56,28.53649696,6.973525877
17-12-2023,11.44,199,High,medium,low,Medium,VOLVO FH 520,Liverpool,Cardiff,42,159,39,night,7.04,28.53649696,6.973525877
29-08-2023,12.32,149,Medium,high,medium,Medium,MAN TGX 18.400,Cardiff,London,43,119,29,morning,10.56,28.59245625,5.211164746
03-04-2023,10.56,149,Medium,low,low,Medium,MAN TGX 18.400,London,Cardiff,51,119,29,noon,12.32,28.59245625,5.211164746
09-09-2023,10.56,196,Medium,high,medium,High,IVECO NP 460,London,Leeds,37,156,39,night,9.68,28.69551697,6.830335212
04-06-2023,7.04,213,Medium,medium,low,Low,VOLVO FH 520,Liverpool,London,30,170,42,night,7.04,28.73124841,7.413530974
06-07-2023,10.56,199,High,low,low,Medium,IVECO NP 460,Liverpool,Cardiff,39,159,39,morning,7.04,28.77952405,6.914638326
24-02-2023,10.56,201,High,low,medium,Medium,IVECO NP 460,Manchester,London,38,160,40,morning,8.8,29.09778103,6.907743233
21-03-2023,10.56,187,High,high,medium,High,DAF XG 530,Manchester,Cardiff,37,149,37,morning,10.56,29.12489164,6.420624746
07-08-2023,12.32,187,High,high,medium,Medium,VOLVO FH 520,Manchester,Cardiff,37,149,37,night,7.04,29.15587556,6.413801555
28-10-2023,7.04,213,High,medium,medium,High,SCANIA G 460,Liverpool,London,44,170,42,noon,10.56,29.16098931,7.304278937
06-09-2023,9.68,213,Low,medium,high,High,SCANIA G 460,Liverpool,London,34,170,42,morning,8.8,29.16098931,7.304278937
08-10-2023,8.8,233,Medium,low,medium,Low,IVECO NP 460,Cardiff,Leeds,32,186,46,noon,7.04,29.17423545,7.986498923
01-08-2023,9.68,197,High,medium,high,Medium,VOLVO FH 520,Leeds,London,35,157,39,noon,9.68,29.18772652,6.749412287
22-05-2023,12.32,233,High,low,medium,Medium,VOLVO FL 420,Cardiff,Leeds,42,186,46,night,12.32,29.20012422,7.979418109
08-10-2023,9.68,233,Low,high,low,High,DAF XG 530,Cardiff,Leeds,58,186,46,night,10.56,29.20454993,7.978208894
20-09-2023,11.44,205,High,low,low,High,VOLVO FL 420,Cardiff,Liverpool,34,164,41,night,10.56,29.30772784,6.994742176
03-04-2023,11.44,147,High,high,high,Medium,DAF XF 105.510,Aberdeen,Glasgow,48,117,29,night,12.32,29.33079413,5.011797476
11-02-2023,8.8,224,High,high,high,Medium,SCANIA G 460,Leeds,Glasgow,52,179,44,morning,10.56,29.36139904,7.629064259
22-06-2023,8.8,216,High,medium,high,High,DAF XG 530,Glasgow,Manchester,47,172,43,noon,7.04,29.43386023,7.338486978
23-08-2023,8.8,216,Low,medium,low,Medium,VOLVO FH 520,Glasgow,Manchester,38,172,43,night,11.44,29.46517285,7.330688372
29-04-2023,11.44,217,Medium,medium,low,Low,DAF XG 530,Manchester,Glasgow,30,173,43,night,7.04,29.48031579,7.36084381
06-07-2023,10.56,147,Medium,low,high,High,IVECO EuroCargo ml180e28,Aberdeen,Glasgow,36,117,29,morning,10.56,29.50620649,4.982002686
26-08-2023,7.04,197,Medium,low,high,High,VOLVO FH 520,Leeds,London,33,157,39,morning,10.56,29.5222759,6.672927273
14-11-2023,10.56,224,Low,low,low,High,DAF XG 530,Glasgow,Leeds,59,179,44,night,9.68,29.54013917,7.582902664
13-08-2023,7.04,224,Medium,low,medium,Medium,VOLVO FH 520,Glasgow,Leeds,55,179,44,morning,9.68,29.57156485,7.574844319
25-05-2023,12.32,233,Low,high,low,Medium,SCANIA G 460,Cardiff,Leeds,48,186,46,noon,11.44,29.59070708,7.874093693
05-10-2023,7.04,216,High,low,medium,High,SCANIA G 460,Glasgow,Manchester,47,172,43,noon,10.56,29.59109239,7.299493954
31-05-2023,12.32,146,High,medium,low,Low,MAN TGX 18.400,Glasgow,Aberdeen,30,116,29,night,9.68,29.59266714,4.933654655
10-01-2024,8.8,213,Medium,high,medium,High,IVECO NP 460,Liverpool,London,31,170,42,morning,10.56,29.61984372,7.191125045
29-06-2023,11.44,216,High,low,medium,Medium,DAF XG 530,Glasgow,Manchester,41,172,43,night,9.68,29.66458478,7.281409856
11-12-2023,10.56,227,Medium,low,high,Low,VOLVO FH 520,Leeds,Cardiff,42,181,45,night,12.32,29.6706679,7.650653526
22-06-2023,12.32,224,Low,low,medium,High,SCANIA G 460,Glasgow,Leeds,56,179,44,noon,12.32,29.69793905,7.542610941
12-01-2024,11.44,149,Low,high,low,Medium,DAF XF 105.510,Cardiff,London,35,119,29,morning,11.44,29.70763517,5.015545638
10-05-2023,12.32,149,High,high,low,Medium,DAF XF 105.510,Cardiff,London,57,119,29,night,7.04,29.70763517,5.015545638
18-02-2023,9.68,290,High,low,medium,Low,MAN TGM 18.250,Glasgow,Birmingham,36,232,58,night,8.8,29.71296254,9.760049999
16-11-2023,10.56,147,Medium,high,high,High,SCANIA R 450,Aberdeen,Glasgow,31,117,29,noon,10.56,29.75911684,4.939662719
12-03-2023,8.8,199,Medium,medium,medium,High,VOLVO FH 520,Liverpool,Cardiff,38,159,39,noon,9.68,29.80478572,6.676780094
23-08-2023,11.44,199,High,low,high,Medium,SCANIA G 460,Liverpool,Cardiff,38,159,39,night,9.68,29.82493412,6.672269558
16-03-2023,10.56,233,High,low,high,Low,VOLVO FL 420,Cardiff,Leeds,34,186,46,night,12.32,29.83490953,7.809643256
20-09-2023,12.32,227,Medium,low,low,Medium,VOLVO FL 420,Leeds,Cardiff,36,181,45,morning,8.8,29.94990752,7.579322235
31-12-2023,9.68,227,Medium,high,medium,High,DAF XG 530,Leeds,Cardiff,54,181,45,night,9.68,29.95444687,7.578173651
07-08-2023,9.68,290,Low,medium,high,Low,VOLVO FL 420,Birmingham,Glasgow,45,232,58,noon,12.32,30.00323311,9.665624999
24-05-2023,10.56,219,High,low,high,Medium,DAF XG 530,Glasgow,Liverpool,58,175,43,noon,12.32,30.05263894,7.287213627
11-07-2023,10.56,219,High,medium,medium,Medium,DAF XG 530,Glasgow,Liverpool,54,175,43,noon,10.56,30.05263894,7.287213627
14-02-2023,10.56,224,Medium,low,high,High,IVECO NP 460,Leeds,Glasgow,45,179,44,morning,10.56,30.16524249,7.425764937
30-01-2024,10.56,213,High,medium,high,High,VOLVO FL 420,Liverpool,London,32,170,42,morning,7.04,30.29060896,7.031882399
31-03-2023,8.8,213,Low,high,medium,High,VOLVO FH 520,Liverpool,London,39,170,42,noon,8.8,30.32742888,7.023345132
16-01-2024,10.56,212,High,low,low,Medium,VOLVO FH 520,London,Liverpool,49,169,42,night,8.8,30.42991382,6.966828801
09-09-2023,8.8,352,Low,high,medium,Low,MAN TGM 18.250,Liverpool,Aberdeen,55,281,70,morning,11.44,30.43360434,11.56616206
09-09-2023,11.44,146,Low,low,high,High,DAF XF 105.510,Glasgow,Aberdeen,39,116,29,noon,9.68,30.43759021,4.796700363
02-08-2023,8.8,201,Low,high,high,Low,SCANIA R 450,London,Manchester,55,160,40,noon,7.04,30.47619048,6.595312499
10-06-2023,12.32,146,Medium,low,medium,Medium,DAF XF 105.510,Glasgow,Aberdeen,36,116,29,night,11.44,30.67618275,4.759392692
02-04-2023,9.68,227,High,high,medium,High,VOLVO FL 420,Leeds,Cardiff,35,181,45,noon,7.04,30.68599523,7.397511415
16-07-2023,12.32,233,Medium,low,medium,Medium,VOLVO FL 420,Cardiff,Leeds,36,186,46,noon,10.56,30.73697287,7.580447202
06-09-2023,11.44,233,Low,low,medium,Medium,VOLVO FH 520,Cardiff,Leeds,54,186,46,noon,9.68,30.77433537,7.571243934
10-02-2024,7.04,217,High,high,low,High,VOLVO FH 520,Manchester,Glasgow,52,173,43,night,7.04,30.90892825,7.020625181
07-02-2024,10.56,224,Low,low,medium,High,IVECO NP 460,Glasgow,Leeds,36,179,44,morning,11.44,31.1488917,7.191267097
06-01-2024,7.04,219,High,high,high,Medium,SCANIA G 460,Glasgow,Liverpool,37,175,43,noon,11.44,31.19838882,7.019593264
27-04-2023,12.32,227,Medium,high,high,High,VOLVO FL 420,Leeds,Cardiff,32,181,45,morning,12.32,31.28101453,7.256797882
02-07-2023,10.56,216,Medium,high,low,High,VOLVO FH 520,Glasgow,Manchester,49,172,43,noon,9.68,31.37147612,6.885235466
01-09-2023,8.8,219,Medium,medium,high,High,SCANIA G 460,Glasgow,Liverpool,38,175,43,noon,12.32,31.55598439,6.940046531
28-02-2023,9.68,290,Medium,high,medium,Low,VOLVO FL 420,Birmingham,Glasgow,46,232,58,noon,10.56,31.58235064,9.18234375
28-07-2023,10.56,199,Low,high,medium,Low,SCANIA R 450,Liverpool,Cardiff,52,159,39,night,7.04,31.72932331,6.271800948
05-04-2023,7.04,233,High,low,low,High,DAF XG 530,Cardiff,Leeds,42,186,46,morning,7.04,31.74407601,7.339952183
30-08-2023,7.04,349,Medium,medium,low,Low,MAN TGM 18.250,Aberdeen,Manchester,51,279,69,noon,7.04,31.75010697,10.99208895
03-09-2023,12.32,349,Low,high,medium,Low,MAN TGM 18.250,Aberdeen,Manchester,40,279,69,morning,10.56,31.75010697,10.99208895
26-03-2023,10.56,227,Medium,high,low,Medium,IVECO NP 460,Leeds,Cardiff,32,181,45,night,7.04,31.83335532,7.130885127
16-04-2023,11.44,290,High,medium,medium,High,MAN TGM 18.250,Birmingham,Glasgow,57,232,58,night,11.44,31.97184273,9.07048125
02-09-2023,9.68,352,Medium,low,low,Low,MAN TGM 18.250,Aberdeen,Liverpool,58,281,70,morning,7.04,32.03537299,10.98785396
12-09-2023,10.56,219,Medium,high,medium,High,IVECO NP 460,Liverpool,Glasgow,37,175,43,noon,7.04,32.05252457,6.832535126
30-09-2023,9.68,201,Medium,high,medium,Low,SCANIA R 450,Manchester,London,59,160,40,night,10.56,32.0802005,6.265546875
26-11-2023,10.56,224,High,medium,medium,High,DAF XG 530,Glasgow,Leeds,41,179,44,night,12.32,32.10884692,6.976270452
02-06-2023,11.44,205,High,medium,medium,Medium,VOLVO FH 520,Cardiff,Liverpool,36,164,41,noon,11.44,32.14496533,6.377359499
21-01-2024,9.68,216,High,medium,high,High,SCANIA G 460,Glasgow,Manchester,36,172,43,noon,12.32,32.16423086,6.715534438
17-05-2023,8.8,213,Low,medium,low,Low,SCANIA R 450,Liverpool,London,48,170,42,morning,7.04,32.28571429,6.597345132
09-02-2024,12.32,149,High,medium,low,Medium,DAF XF 105.510,Cardiff,London,37,119,29,night,11.44,32.29090779,4.614301988
04-09-2023,7.04,187,Medium,high,low,Low,DAF XF 105.510,Manchester,Cardiff,54,149,37,morning,11.44,32.3176362,5.786314285
11-06-2023,12.32,199,High,high,medium,High,VOLVO FH 520,Liverpool,Cardiff,36,159,39,night,12.32,32.39650621,6.142637688
21-07-2023,10.56,217,High,low,low,High,VOLVO FH 520,Manchester,Glasgow,60,173,43,noon,11.44,32.53571395,6.669593922
13-07-2023,10.56,194,Medium,medium,medium,Low,SCANIA R 450,Cardiff,Manchester,55,155,38,noon,11.44,32.55507189,5.959132901
27-04-2023,12.32,216,High,medium,low,High,IVECO NP 460,Glasgow,Manchester,32,172,43,morning,10.56,32.67034193,6.611501051
08-11-2023,11.44,187,Low,high,high,High,IVECO EuroCargo ml180e28,Manchester,Cardiff,46,149,37,morning,10.56,32.85677208,5.691368572
17-08-2023,12.32,194,Low,low,high,Medium,SCANIA R 450,Cardiff,Manchester,51,155,38,morning,10.56,32.90140244,5.896405187
25-04-2023,8.8,213,High,low,high,High,VOLVO FH 520,Liverpool,London,39,170,42,noon,7.04,32.96459661,6.461477521
05-04-2023,11.44,219,Medium,medium,low,Medium,VOLVO FH 520,Liverpool,Glasgow,30,175,43,noon,10.56,33.07547748,6.621219607
15-04-2023,7.04,352,High,high,low,Low,MAN TGM 18.250,Aberdeen,Liverpool,41,281,70,night,8.8,33.08000471,10.6408691
10-12-2023,11.44,219,High,high,medium,High,IVECO NP 460,Glasgow,Liverpool,38,175,43,morning,12.32,33.09771559,6.616770859
28-02-2023,12.32,219,High,medium,high,High,IVECO NP 460,Glasgow,Liverpool,33,175,43,noon,9.68,33.09771559,6.616770859
10-04-2023,10.56,187,Medium,high,medium,Medium,IVECO EuroCargo ml180e28,Manchester,Cardiff,47,149,37,night,10.56,33.11432797,5.647102371
02-11-2023,8.8,201,High,medium,medium,Low,SCANIA R 450,Manchester,London,40,160,40,morning,7.04,33.126294,6.067687499
01-08-2023,9.68,219,Low,low,high,Low,SCANIA R 450,Liverpool,Glasgow,40,175,43,noon,10.56,33.19047619,6.598278336
17-02-2023,10.56,224,High,medium,medium,Medium,DAF XG 530,Glasgow,Leeds,32,179,44,noon,9.68,33.41577501,6.703420763
04-08-2023,11.44,197,Low,high,high,Medium,SCANIA R 450,Leeds,London,54,157,39,noon,11.44,33.43465046,5.892090908
13-01-2024,10.56,197,Low,medium,medium,Medium,SCANIA R 450,Leeds,London,60,157,39,night,12.32,33.43465046,5.892090908
21-06-2023,7.04,196,Medium,low,high,Low,MAN TGX 18.400,London,Leeds,52,156,39,noon,8.8,33.68421053,5.818749999
11-06-2023,11.44,201,Medium,high,high,Low,SCANIA R 450,London,Manchester,60,160,40,morning,7.04,33.76863211,5.952269531
14-01-2024,11.44,224,Medium,medium,high,High,DAF XG 530,Leeds,Glasgow,33,179,44,noon,9.68,33.79878623,6.627456929
22-08-2023,10.56,197,High,low,high,Low,IVECO EuroCargo ml180e28,Leeds,London,49,157,39,night,9.68,33.8711664,5.816156364
29-03-2023,10.56,351,Low,medium,high,Medium,MAN TGM 18.250,Manchester,Aberdeen,50,280,70,morning,9.68,33.98914168,10.32682741
28-10-2023,11.44,290,Low,medium,low,Low,VOLVO FL 420,Glasgow,Birmingham,35,232,58,noon,7.04,34.328642,8.44775625
11-12-2023,11.44,199,Low,low,low,Low,DAF XF 105.510,Liverpool,Cardiff,55,159,39,noon,10.56,34.38161968,5.787976304
10-09-2023,7.04,194,Low,high,medium,Low,MAN TGX 18.400,Cardiff,Manchester,39,155,38,night,7.04,34.39241918,5.640777957
08-12-2023,11.44,199,High,low,medium,Low,SCANIA R 450,Liverpool,Cardiff,56,159,39,morning,7.04,34.4883949,5.770056872
07-03-2023,9.68,357,Medium,low,high,Medium,MAN TGM 18.250,Leeds,Aberdeen,52,285,71,noon,10.56,34.56574319,10.32814478
03-04-2023,10.56,205,Medium,medium,medium,Low,SCANIA R 450,Cardiff,Liverpool,60,164,41,noon,10.56,34.61284791,5.92265625
13-11-2023,9.68,290,Low,high,high,Low,IVECO NP 460,Glasgow,Birmingham,35,232,58,noon,11.44,34.66308083,8.36625
29-11-2023,10.56,233,High,medium,low,High,VOLVO FH 520,Cardiff,Leeds,60,186,46,night,10.56,34.9370474,6.669138274
24-08-2023,8.8,205,Medium,medium,medium,Medium,SCANIA R 450,Cardiff,Liverpool,57,164,41,noon,10.56,34.9810697,5.860312499
14-02-2023,7.04,217,Low,high,medium,Medium,SCANIA R 450,Manchester,Glasgow,58,173,43,noon,12.32,35.00506586,6.199102749
24-08-2023,7.04,197,High,low,low,Low,DAF XF 105.510,Leeds,London,54,157,39,noon,8.8,35.16624041,5.601963636
28-07-2023,9.68,352,High,medium,high,Medium,MAN TGM 18.250,Aberdeen,Liverpool,46,281,70,noon,10.56,35.19149438,10.00241695
04-04-2023,7.04,217,Low,high,high,Low,MAN TGX 18.400,Manchester,Glasgow,46,173,43,night,8.8,35.43589744,6.123733719
07-09-2023,10.56,205,Low,medium,medium,Low,IVECO EuroCargo ml180e28,Cardiff,Liverpool,37,164,41,morning,12.32,35.43777537,5.7847875
22-12-2023,9.68,216,Low,high,medium,Low,DAF XF 105.510,Glasgow,Manchester,60,172,43,morning,10.56,35.500516,6.084418604
20-12-2023,7.04,216,High,high,low,Low,SCANIA R 450,Glasgow,Manchester,54,172,43,morning,10.56,35.61076605,6.065581395
24-06-2023,10.56,197,Medium,medium,low,Low,MAN TGX 18.400,Leeds,London,53,157,39,morning,10.56,35.62753036,5.529431819
18-09-2023,10.56,219,High,medium,low,High,VOLVO FH 520,Liverpool,Glasgow,36,175,43,noon,11.44,35.67198236,6.13927193
